Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
  4074   69.03   18.764  -70.78    2.0    3.2530    0.4710   35.02   74.00    3.80   14.32    0.9100   36.58000   -1.28200 9000.000
  4076   68.95   18.770  -70.86    2.0    3.2528    0.4720   35.05   73.00    3.90   14.30    0.9100   36.58000   -1.28200 9000.000
  4078   68.87   18.777  -70.85    2.0    3.2529    0.4720   35.08   72.00    4.00   14.30    0.9100   36.58000   -1.28200 9000.000
  4080   68.78   18.785  -70.88    2.0    3.2528    0.4730   35.11   71.00    4.10   14.29    0.9100   36.58000   -1.28200 9000.000
  4082   68.68   18.794  -70.91    2.0    3.2528    0.4740   35.15   71.00    4.20   14.28    0.9100   36.57900   -1.28200 9000.000
  4084   68.60   18.801  -70.96    2.0    3.2527    0.4740   35.18   70.00    4.30   14.27    0.9100   36.57900   -1.28200 9000.000
  4086   68.52   18.807  -70.99    2.0    3.2526    0.4750   35.21   69.00    4.40   14.26    0.9100   36.57900   -1.28200 9000.000
  4088   68.44   18.814  -71.04    2.0    3.2526    0.4750   35.24   68.00    4.60   14.25    0.9100   36.57900   -1.28200 9000.000
  4090   68.36   18.821  -71.08    2.0    3.2143    0.4700   35.27   67.00    4.70   14.21    0.9000   36.57900   -1.28200 9000.000
  4092   68.28   18.828  -71.08    2.0    3.2144    0.4710   35.30   67.00    4.80   14.21    0.9000   36.57900   -1.28200 9000.000
  4094   68.19   18.836  -71.05    2.0    3.2142    0.4710   35.33   66.00    4.90   14.19    0.9000   36.57900   -1.28200 9000.000
  4096   68.11   18.843  -70.94    2.0    3.2143    0.4720   35.36   66.00    5.00   14.19    0.9000   36.57900   -1.28200 9000.000
  4098   68.03   18.850  -70.95    2.0    3.2141    0.4720   35.39   65.00    5.10   14.17    0.9000   36.57900   -1.28200 9000.000
  4100   67.95   18.857  -71.00    2.0    3.2140    0.4730   35.42   65.00    5.20   14.16    0.9000   36.57900   -1.28200 9000.000
  4102   67.87   18.864  -70.94    2.0    3.2136    0.4730   35.45   65.00    5.40   14.12    0.9000   36.57900   -1.28200 9000.000
  4104   67.78   18.872  -70.87    2.0    3.2138    0.4740   35.48   64.00    5.50   14.13    0.9000   36.57900   -1.28200 9000.000
  4106   67.70   18.879  -70.88    2.0    3.2136    0.4750   35.51   64.00    5.60   14.11    0.9000   36.57800   -1.28200 9000.000
  4108   67.61   18.886  -70.97    2.0    3.2134    0.4750   35.55   64.00    5.70   14.09    0.9000   36.57800   -1.28200 9000.000
  4110   67.54   18.893  -71.06    2.0    3.2134    0.4760   35.57   64.00    5.90   14.08    0.9000   36.57800   -1.28200 9000.000
  4112   67.46   18.900  -71.08    2.0    3.1754    0.4710   35.60   63.00    6.00   14.06    0.8900   36.57800   -1.28200 9000.000
  4114   67.39   18.906  -71.00    2.0    3.1751    0.4710   35.63   63.00    6.10   14.03    0.8900   36.57800   -1.28200 9000.000
  4116   67.31   18.913  -70.93    2.0    3.1750    0.4720   35.66   63.00    6.20   14.02    0.8900   36.57800   -1.28200 9000.000
  4118   67.23   18.920  -70.94    2.0    3.1751    0.4720   35.69   63.00    6.40   14.02    0.8900   36.57800   -1.28200 9000.000
  4120   67.15   18.927  -71.04    2.0    3.1750    0.4730   35.72   62.00    6.50   14.01    0.8900   36.57800   -1.28300 9000.000
  4122   67.08   18.933  -71.14    2.0    3.1749    0.4730   35.74   62.00    6.70   14.00    0.8900   36.57800   -1.28300 9000.000
  4124   66.99   18.941  -71.23    2.0    3.1749    0.4740   35.78   61.00    6.80   13.99    0.8900   36.57800   -1.28300 9000.000
  4126   66.90   18.949  -71.29    2.0    3.2126    0.4800   35.81   61.00    7.00   13.98    0.9000   36.57700   -1.28300 9000.000
  4128   66.82   18.956  -71.33    2.0    3.2124    0.4810   35.84   61.00    7.10   13.96    0.9000   36.57700   -1.28300 9000.000
  4130   66.74   18.963  -71.36    2.0    3.2124    0.4810   35.87   60.00    7.30   13.95    0.9000   36.57700   -1.28300 9000.000
  4132   66.66   18.970  -71.39    2.0    3.2123    0.4820   35.90   60.00    7.50   13.94    0.9000   36.57700   -1.28300 9000.000
  4134   66.57   18.978  -71.35    2.0    3.2122    0.4830   35.94   59.00    7.70   13.93    0.9000   36.57700   -1.28300 9000.000
  4136   66.49   18.985  -71.19    2.0    3.2118    0.4830   35.97   59.00    7.80   13.89    0.9000   36.57700   -1.28300 9000.000
  4138   66.42   18.992  -71.17    2.0    3.2118    0.4840   35.99   59.00    8.00   13.88    0.9000   36.57700   -1.28300 9000.000
  4140   66.33   19.000  -71.21    2.0    3.2495    0.4900   36.03   59.00    8.20   13.87    0.9100   36.57700   -1.28300 9000.000
  4142   66.24   19.007  -71.30    2.0    3.2494    0.4910   36.06   58.00    8.30   13.86    0.9100   36.57700   -1.28300 9000.000
  4144   66.15   19.015  -71.40    2.0    3.2493    0.4910   36.10   58.00    8.40   13.84    0.9100   36.57600   -1.28300 9000.000
  4146   66.06   19.024  -71.49    2.0    3.2491    0.4920   36.13   58.00    8.50   13.82    0.9100   36.57600   -1.28300 9000.000
  4148   65.98   19.031  -71.58    2.0    3.2867    0.4980   36.16   58.00    8.60   13.80    0.9200   36.57600   -1.28300 9000.000
  4150   65.89   19.039  -71.67    2.0    3.2489    0.4930   36.20   59.00    8.60   13.79    0.9100   36.57600   -1.28300 9000.000
  4152   65.80   19.047  -71.61    2.0    3.2489    0.4940   36.23   59.00    8.70   13.79    0.9100   36.57600   -1.28400 9000.000
  4154   65.71   19.055  -71.60    2.0    3.2488    0.4940   36.27   59.00    8.70   13.78    0.9100   36.57600   -1.28400 9000.000
  4156   65.63   19.062  -71.62    2.0    3.2867    0.5010   36.30   60.00    8.70   13.78    0.9200   36.57600   -1.28400 9000.000
  4158   65.53   19.071  -71.66    2.0    3.2867    0.5020   36.34   60.00    8.70   13.78    0.9200   36.57600   -1.28400 9000.000
  4160   65.45   19.078  -71.66    2.0    3.2868    0.5020   36.37   61.00    8.60   13.78    0.9200   36.57500   -1.28400 9000.000
  4162   65.36   19.086  -71.72    2.0    3.2868    0.5030   36.41   62.00    8.60   13.78    0.9200   36.57500   -1.28400 9000.000
  4164   65.26   19.095  -71.81    2.0    3.2869    0.5040   36.45   63.00    8.60   13.78    0.9200   36.57500   -1.28400 9000.000
  4166   65.18   19.103  -71.88    2.0    3.2867    0.5040   36.48   63.00    8.50   13.76    0.9200   36.57500   -1.28400 9000.000
  4168   65.08   19.112  -71.87    2.0    3.2867    0.5050   36.52   64.00    8.50   13.75    0.9200   36.57500   -1.28400 9000.000
  4170   64.99   19.120  -71.87    2.0    3.2867    0.5060   36.56   65.00    8.40   13.75    0.9200   36.57500   -1.28400 9000.000
  4172   64.90   19.128  -71.94    2.0    3.2867    0.5060   36.59   66.00    8.40   13.74    0.9200   36.57500   -1.28400 9000.000
  4174   64.81   19.136  -71.97    2.0    3.2867    0.5070   36.63   67.00    8.40   13.74    0.9200   36.57400   -1.28500 9000.000
  4176   64.72   19.144  -71.93    2.0    3.2488    0.5020   36.66   69.00    8.30   13.72    0.9100   36.57400   -1.28400 9000.000
  4178   64.63   19.153  -71.94    2.0    3.2486    0.5030   36.70   70.00    8.30   13.70    0.9100   36.57400   -1.28500 9000.000
  4180   64.54   19.161  -72.00    2.0    3.2485    0.5030   36.73   71.00    8.30   13.69    0.9100   36.57400   -1.28500 9000.000
  4182   64.46   19.168  -71.99    2.0    3.2485    0.5040   36.77   72.00    8.30   13.68    0.9100   36.57400   -1.28500 9000.000
  4184   64.36   19.177  -71.91    2.0    3.2482    0.5050   36.81   73.00    8.30   13.65    0.9100   36.57400   -1.28500 9000.000
  4186   64.28   19.185  -71.92    2.0    3.2480    0.5050   36.84   74.00    8.30   13.63    0.9100   36.57400   -1.28500 9000.000
  4188   64.19   19.193  -71.97    2.0    3.2102    0.5000   36.87   75.00    8.30   13.62    0.9000   36.57300   -1.28500 9000.000
  4190   64.09   19.202  -72.06    2.0    3.2102    0.5010   36.91   76.00    8.30   13.61    0.9000   36.57300   -1.28500 9000.000
  4192   64.00   19.210  -72.15    2.0    3.2103    0.5020   36.95   77.00    8.30   13.62    0.9000   36.57300   -1.28500 9000.000
  4194   63.92   19.218  -72.23    2.0    3.2103    0.5020   36.98   78.00    8.40   13.61    0.9000   36.57300   -1.28500 9000.000
  4196   63.83   19.226  -72.31    2.0    3.2102    0.5030   37.02   79.00    8.40   13.60    0.9000   36.57300   -1.28500 9000.000
  4198   63.74   19.234  -72.40    2.0    3.2103    0.5040   37.05   80.00    8.50   13.60    0.9000   36.57300   -1.28500 9000.000
  4200   63.67   19.241  -72.47    2.0    3.2103    0.5040   37.08   81.00    8.50   13.60    0.9000   36.57200   -1.28500 9000.000
  4202   63.58   19.249  -72.56    2.0    3.2103    0.5050   37.12   81.00    8.60   13.59    0.9000   36.57200   -1.28500 9000.000
  4204   63.49   19.257  -72.65    2.0    3.2103    0.5060   37.15   82.00    8.60   13.59    0.9000   36.57200   -1.28500 9000.000
  4206   63.41   19.265  -72.73    2.0    3.2103    0.5060   37.18   83.00    8.70   13.58    0.9000   36.57200   -1.28500 9000.000
  4208   63.33   19.272  -72.81    2.0    3.2103    0.5070   37.22   83.00    8.80   13.58    0.9000   36.57200   -1.28500 9000.000
  4210   63.23   19.281  -72.87    2.0    3.2103    0.5080   37.26   84.00    8.80   13.57    0.9000   36.57200   -1.28500 9000.000
  4212   63.13   19.291  -72.89    2.0    3.2102    0.5090   37.30   84.00    8.90   13.56    0.9000   36.57200   -1.28500 9000.000
  4214   63.03   19.300  -72.92    2.0    3.1725    0.5030   37.34   84.00    9.00   13.56    0.8900   36.57100   -1.28500 9000.000
  4216   62.95   19.307  -72.99    2.0    3.1724    0.5040   37.37   84.00    9.00   13.55    0.8900   36.57100   -1.28500 9000.000
  4218   62.86   19.316  -73.01    2.0    3.1724    0.5050   37.40   84.00    9.10   13.54    0.8900   36.57100   -1.28500 9000.000
  4220   62.77   19.324  -73.01    2.0    3.1722    0.5050   37.44   84.00    9.20   13.52    0.8900   36.57100   -1.28500 9000.000
  4222   62.68   19.333  -73.01    2.0    3.1722    0.5060   37.48   83.00    9.20   13.51    0.8900   36.57100   -1.28500 9000.000
  4224   62.59   19.341  -73.06    2.0    3.1721    0.5070   37.51   82.00    9.30   13.50    0.8900   36.57100   -1.28500 9000.000
  4226   62.49   19.350  -73.12    2.0    3.1722    0.5080   37.55   81.00    9.40   13.50    0.8900   36.57000   -1.28500 9000.000
  4228   62.39   19.360  -73.19    2.0    3.1721    0.5080   37.59   80.00    9.50   13.49    0.8900   36.57000   -1.28500 9000.000
  4230   62.30   19.368  -73.25    2.0    3.1721    0.5090   37.63   79.00    9.50   13.48    0.8900   36.57000   -1.28500 9000.000
  4232   62.21   19.377  -73.33    2.0    3.1720    0.5100   37.66   78.00    9.60   13.47    0.8900   36.57000   -1.28500 9000.000
  4234   62.11   19.386  -73.40    2.0    3.1721    0.5110   37.70   77.00    9.70   13.47    0.8900   36.57000   -1.28500 9000.000
  4236   62.02   19.395  -73.48    2.0    3.1722    0.5110   37.74   76.00    9.80   13.47    0.8900   36.56900   -1.28500 9000.000
  4238   61.94   19.402  -73.56    2.0    3.1343    0.5060   37.77   75.00    9.80   13.46    0.8800   36.56900   -1.28500 9000.000
  4240   61.85   19.410  -73.63    2.0    3.1343    0.5070   37.81   74.00    9.90   13.45    0.8800   36.56900   -1.28500 9000.000
  4242   61.76   19.419  -73.68    2.0    3.1341    0.5070   37.84   72.00   10.00   13.43    0.8800   36.56900   -1.28600 9000.000
  4244   61.68   19.427  -73.68    2.0    3.1338    0.5080   37.88   71.00   10.00   13.40    0.8800   36.56900   -1.28600 9000.000
  4246   61.59   19.435  -73.68    2.0    3.1338    0.5090   37.91   70.00   10.10   13.39    0.8800   36.56900   -1.28600 9000.000
  4248   61.49   19.445  -73.69    2.0    3.1336    0.5100   37.95   69.00   10.10   13.37    0.8800   36.56900   -1.28600 9000.000
  4250   61.40   19.453  -73.78    2.0    3.1336    0.5100   37.99   68.00   10.20   13.36    0.8800   36.56800   -1.28600 9000.000
  4252   61.32   19.461  -73.82    2.0    3.1336    0.5110   38.02   67.00   10.30   13.36    0.8800   36.56800   -1.28600 9000.000
  4254   61.24   19.468  -73.79    2.0    3.1337    0.5120   38.05   65.00   10.30   13.36    0.8800   36.56800   -1.28600 9000.000
  4256   61.15   19.477  -73.78    2.0    3.1336    0.5120   38.09   64.00   10.40   13.35    0.8800   36.56800   -1.28600 9000.000
  4258   61.05   19.486  -73.75    2.0    3.1337    0.5130   38.13   63.00   10.50   13.35    0.8800   36.56800   -1.28600 9000.000
  4260   60.96   19.495  -73.72    2.0    3.1337    0.5140   38.17   62.00   10.60   13.34    0.8800   36.56800   -1.28600 9000.000
  4262   60.88   19.503  -73.69    2.0    3.1335    0.5150   38.20   61.00   10.70   13.32    0.8800   36.56700   -1.28600 9000.000
  4264   60.79   19.511  -73.66    2.0    3.0958    0.5090   38.24   59.00   10.80   13.32    0.8700   36.56700   -1.28600 9000.000
  4266   60.70   19.520  -73.74    2.0    3.0957    0.5100   38.27   58.00   10.90   13.31    0.8700   36.56700   -1.28600 9000.000
  4268   60.61   19.529  -73.85    2.0    3.0957    0.5110   38.31   57.00   11.00   13.30    0.8700   36.56700   -1.28700 9000.000
  4270   60.53   19.536  -73.95    2.0    3.0956    0.5110   38.34   56.00   11.10   13.29    0.8700   36.56700   -1.28700 9000.000
  4272   60.45   19.544  -74.04    2.0    3.0956    0.5120   38.37   56.00   11.20   13.28    0.8700   36.56700   -1.28700 9000.000
  4274   60.37   19.552  -74.14    3.0    3.0957    0.5130   38.41   55.00   11.30   13.29    0.8700   36.56600   -1.28700 9000.000
  4276   60.27   19.562  -74.26    3.0    3.0958    0.5140   38.45   54.00   11.40   13.29    0.8700   36.56600   -1.28700 9000.000
  4278   60.19   19.569  -74.35    3.0    3.0954    0.5140   38.48   54.00   11.50   13.25    0.8700   36.56600   -1.28700 9000.000
  4280   60.10   19.578  -74.38    3.0    3.0955    0.5150   38.52   54.00   11.50   13.25    0.8700   36.56600   -1.28700 9000.000
  4282   60.02   19.586  -74.50    3.0    3.0954    0.5160   38.55   54.00   11.60   13.24    0.8700   36.56600   -1.28700 9000.000
  4284   59.93   19.594  -74.58    3.0    3.0955    0.5170   38.58   55.00   11.60   13.24    0.8700   36.56600   -1.28800 9000.000
  4286   59.85   19.602  -74.61    3.0    3.0954    0.5170   38.62   55.00   11.60   13.23    0.8700   36.56500   -1.28800 9000.000
  4288   59.77   19.610  -74.62    3.0    3.0955    0.5180   38.65   56.00   11.60   13.23    0.8700   36.56500   -1.28800 9000.000
  4290   59.70   19.617  -74.63    3.0    3.1332    0.5250   38.68   57.00   11.70   13.22    0.8800   36.56500   -1.28800 9000.000
  4292   59.62   19.625  -74.64    3.0    3.1330    0.5250   38.71   58.00   11.70   13.20    0.8800   36.56500   -1.28800 9000.000
  4294   59.53   19.633  -74.69    3.0    3.1329    0.5260   38.75   60.00   11.70   13.18    0.8800   36.56500   -1.28800 9000.000
  4296   59.43   19.643  -74.64    3.0    3.1329    0.5270   38.79   61.00   11.80   13.18    0.8800   36.56400   -1.28800 9000.000
  4298   59.35   19.651  -74.53    3.0    3.1329    0.5280   38.82   63.00   11.90   13.17    0.8800   36.56400   -1.28800 9000.000
  4300   59.28   19.658  -74.49    3.0    3.1707    0.5350   38.85   65.00   12.00   13.17    0.8900   36.56400   -1.28800 9000.000
  4302   59.21   19.665  -74.52    3.0    3.1706    0.5350   38.88   67.00   12.10   13.16    0.8900   36.56400   -1.28900 9000.000
  4304   59.11   19.674  -74.52    3.0    3.2083    0.5430   38.93   69.00   12.20   13.15    0.9000   36.56400   -1.28900 9000.000
  4306   59.04   19.681  -74.51    3.0    3.2837    0.5560   38.96   71.00   12.30   13.14    0.9200   36.56400   -1.28900 9000.000
  4308   58.96   19.689  -74.45    3.0    3.2836    0.5570   38.99   73.00   12.40   13.12    0.9200   36.56300   -1.28900 9000.000
  4310   58.89   19.696  -74.28    3.0    3.2835    0.5580   39.02   74.00   12.60   13.11    0.9200   36.56300   -1.28900 9000.000
  4312   58.81   19.704  -74.12    3.0    3.3211    0.5650   39.06   76.00   12.70   13.09    0.9300   36.56300   -1.28900 9000.000
  4314   58.73   19.712  -74.10    3.0    3.3210    0.5650   39.09   78.00   12.80   13.08    0.9300   36.56300   -1.28900 9000.000
  4316   58.66   19.719  -74.16    3.0    3.3588    0.5730   39.12   79.00   12.90   13.08    0.9400   36.56200   -1.28900 9000.000
  4318   58.59   19.726  -74.14    3.0    3.3964    0.5800   39.16   81.00   13.00   13.06    0.9500   36.56200   -1.28900 9000.000
  4320   58.51   19.734  -73.80    3.0    3.4339    0.5870   39.19   82.00   13.10   13.04    0.9600   36.56200   -1.28900 9000.000
  4322   58.43   19.742  -73.42    3.0    3.4715    0.5940   39.23   83.00   13.10   13.02    0.9700   36.56200   -1.28900 9000.000
  4324   58.35   19.750  -73.38    3.0    3.4713    0.5950   39.27   85.00   13.10   13.00    0.9700   36.56100   -1.28900 9000.000
  4326   58.27   19.758  -73.42    3.0    3.4711    0.5960   39.31   86.00   13.20   12.98    0.9700   36.56100   -1.28900 9000.000
  4328   58.20   19.765  -73.47    3.0    3.5464    0.6090   39.34   86.00   13.20   12.96    0.9900   36.56100   -1.28900 9000.000
  4330   58.14   19.771  -73.53    3.0    3.5464    0.6100   39.37   87.00   13.20   12.96    0.9900   36.56100   -1.28900 9000.000
  4332   58.08   19.777  -73.59    3.0    3.5841    0.6170   39.40   88.00   13.10   12.95    1.0000   36.56000   -1.28900 9000.000
  4334   58.00   19.785  -73.63    3.0    3.6218    0.6240   39.44   89.00   13.10   12.94    1.0100   36.56000   -1.28900 9000.000
  4336   57.93   19.792  -73.64    3.0    3.6593    0.6320   39.47   89.00   13.10   12.92    1.0200   36.56000   -1.28900 9000.000
  4338   57.86   19.799  -73.66    3.0    3.6591    0.6320   39.51   90.00   13.00   12.90    1.0200   36.56000   -1.28900 9000.000
  4340   57.79   19.806  -73.69    3.0    3.6969    0.6400   39.54   90.00   13.00   12.90    1.0300   36.56000   -1.28900 9000.000
  4342   57.72   19.813  -73.69    3.0    3.6969    0.6400   39.58   91.00   12.90   12.90    1.0300   36.55900   -1.28900 9000.000
  4344   57.64   19.821  -73.66    3.0    3.6970    0.6410   39.62   91.00   12.90   12.90    1.0300   36.55900   -1.28900 9000.000
  4346   57.56   19.830  -73.61    3.0    3.6593    0.6360   39.66   91.00   12.90   12.90    1.0200   36.55900   -1.28900 9000.000
  4348   57.49   19.837  -73.58    3.0    3.6595    0.6370   39.69   92.00   12.80   12.91    1.0200   36.55900   -1.28900 9000.000
