Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
   740  592.66    4.547    2.34   57.0    2.7952    0.0472    7.12  278.00    1.30   30.42    0.7600   36.77100   -1.30900 9000.000
   742  592.29    4.552    2.44   54.0    2.7560    0.0465    7.13  279.00    1.20   30.44    0.7500   36.77100   -1.30900 9000.000
   744  591.91    4.557    2.53   52.0    2.7560    0.0466    7.15  279.00    1.00   30.44    0.7500   36.77100   -1.30900 9000.000
   746  591.47    4.563    2.56   51.0    2.7561    0.0466    7.16  280.00    0.90   30.45    0.7500   36.77100   -1.30900 9000.000
   748  591.00    4.569    2.64   49.0    2.7166    0.0460    7.18  281.00    0.80   30.44    0.7400   36.77100   -1.30900 9000.000
   750  590.57    4.575    2.73   47.0    2.7166    0.0460    7.19  281.00    0.60   30.44    0.7400   36.77100   -1.30900 9000.000
   752  590.18    4.581    2.73   47.0    2.7166    0.0460    7.21  282.00    0.50   30.44    0.7400   36.77100   -1.30900 9000.000
   754  589.75    4.587    2.80   47.0    2.7560    0.0467    7.22    0.00    0.40   30.44    0.7500   36.77100   -1.30900 9000.000
   756  589.27    4.593    2.90   48.0    2.7559    0.0468    7.24    0.00    0.20   30.43    0.7500   36.77100   -1.30900 9000.000
   758  588.80    4.600    2.98   47.0    2.7559    0.0468    7.26    0.00    0.10   30.43    0.7500   36.77100   -1.30900 9000.000
   760  588.36    4.606    2.99   45.0    2.7559    0.0468    7.28    0.00    0.00   30.43    0.7500   36.77100   -1.30900 9000.000
   762  587.91    4.612    2.98   44.0    2.7557    0.0469    7.29    0.00    0.10   30.41    0.7500   36.77100   -1.30900 9000.000
   764  587.50    4.617    3.00   44.0    2.7557    0.0469    7.31    0.00    0.20   30.41    0.7500   36.77100   -1.30900 9000.000
   766  587.08    4.623    3.05   44.0    2.7164    0.0463    7.32    0.00    0.30   30.41    0.7400   36.77100   -1.30900 9000.000
   768  586.59    4.630    3.05   44.0    2.7164    0.0463    7.34    0.00    0.40   30.41    0.7400   36.77100   -1.30900 9000.000
   770  586.14    4.636    3.00   44.0    2.7557    0.0470    7.36   93.00    0.50   30.41    0.7500   36.77100   -1.30900 9000.000
   772  585.76    4.642    3.04   43.0    2.7556    0.0470    7.37   94.00    0.60   30.40    0.7500   36.77100   -1.30900 9000.000
   774  585.33    4.648    3.07   42.0    2.7555    0.0471    7.39   95.00    0.60   30.39    0.7500   36.77100   -1.30900 9000.000
   776  584.90    4.654    3.10   42.0    2.7161    0.0464    7.40   95.00    0.70   30.38    0.7400   36.77100   -1.30900 9000.000
   778  584.48    4.659    3.13   42.0    2.7160    0.0465    7.42   95.00    0.70   30.37    0.7400   36.77100   -1.30900 9000.000
   780  584.03    4.666    3.11   42.0    2.7158    0.0465    7.44   96.00    0.70   30.35    0.7400   36.77100   -1.30900 9000.000
   782  583.60    4.672    3.04   41.0    2.7158    0.0465    7.45   96.00    0.70   30.35    0.7400   36.77100   -1.30900 9000.000
   784  583.19    4.677    3.04   41.0    2.7157    0.0466    7.47   95.00    0.70   30.34    0.7400   36.77100   -1.30900 9000.000
   786  582.76    4.683    3.05   41.0    2.7156    0.0466    7.48   94.00    0.70   30.33    0.7400   36.77100   -1.30900 9000.000
   788  582.33    4.689    2.96   41.0    2.7156    0.0466    7.50   93.00    0.60   30.33    0.7400   36.77100   -1.30900 9000.000
   790  581.93    4.695    2.90   41.0    2.7156    0.0467    7.51   90.00    0.60   30.33    0.7400   36.77100   -1.30900 9000.000
   792  581.51    4.701    2.89   41.0    2.7155    0.0467    7.53   86.00    0.60   30.31    0.7400   36.77100   -1.30900 9000.000
   794  581.08    4.707    2.84   41.0    2.7154    0.0467    7.54   80.00    0.50   30.30    0.7400   36.77100   -1.30900 9000.000
   796  580.65    4.713    2.79   41.0    2.7154    0.0468    7.56   72.00    0.50   30.30    0.7400   36.77100   -1.30900 9000.000
   798  580.24    4.718    2.78   41.0    2.7154    0.0468    7.58   63.00    0.50   30.30    0.7400   36.77100   -1.30900 9000.000
   800  579.77    4.725    2.70   41.0    2.7153    0.0468    7.59   53.00    0.50   30.29    0.7400   36.77100   -1.30900 9000.000
   802  579.30    4.731    2.61   42.0    2.7153    0.0469    7.61   45.00    0.60   30.29    0.7400   36.77100   -1.30900 9000.000
   804  578.84    4.738    2.55   43.0    2.7152    0.0469    7.63   38.00    0.70   30.28    0.7400   36.77100   -1.30900 9000.000
   806  578.36    4.745    2.50   43.0    2.7151    0.0469    7.65   32.00    0.70   30.27    0.7400   36.77100   -1.30900 9000.000
   808  577.81    4.752    2.42   44.0    2.7150    0.0470    7.67   28.00    0.80   30.26    0.7400   36.77100   -1.30900 9000.000
   810  577.20    4.761    2.33   45.0    2.7150    0.0470    7.69   24.00    0.90   30.26    0.7400   36.77100   -1.30900 9000.000
   812  576.46    4.771    2.23   46.0    2.7150    0.0471    7.72   21.00    1.00   30.26    0.7400   36.77100   -1.30900 9000.000
   814  575.73    4.781    2.18   48.0    2.7150    0.0472    7.74   18.00    1.10   30.26    0.7400   36.77100   -1.30900 9000.000
   816  575.15    4.790    2.16   48.0    2.6757    0.0465    7.76   16.00    1.20   30.26    0.7300   36.77100   -1.30900 9000.000
   818  574.70    4.796    2.09   47.0    2.6756    0.0466    7.78   13.00    1.20   30.25    0.7300   36.77100   -1.30900 9000.000
   820  574.24    4.802    2.00   48.0    2.6756    0.0466    7.80   10.00    1.30   30.25    0.7300   36.77100   -1.30900 9000.000
   822  573.69    4.810    1.85   49.0    2.6755    0.0466    7.82    7.00    1.30   30.24    0.7300   36.77100   -1.30900 9000.000
   824  573.10    4.818    1.76   49.0    2.6754    0.0467    7.84    3.00    1.40   30.23    0.7300   36.77100   -1.30900 9000.000
   826  572.51    4.827    1.75   50.0    2.6754    0.0467    7.86  360.00    1.40   30.23    0.7300   36.77100   -1.30900 9000.000
   828  571.94    4.835    1.73   50.0    2.6753    0.0468    7.88  356.00    1.40   30.22    0.7300   36.77100   -1.30900 9000.000
   830  571.41    4.842    1.66   50.0    2.6754    0.0468    7.90  352.00    1.40   30.23    0.7300   36.77100   -1.30900 9000.000
   832  570.95    4.849    1.63   50.0    2.6754    0.0469    7.92  349.00    1.50   30.23    0.7300   36.77100   -1.30900 9000.000
   834  570.51    4.855    1.64   49.0    2.6754    0.0469    7.94  345.00    1.50   30.23    0.7300   36.77100   -1.30900 9000.000
   836  570.04    4.861    1.60   48.0    2.6754    0.0469    7.95  343.00    1.50   30.23    0.7300   36.77100   -1.30900 9000.000
   838  569.60    4.868    1.56   48.0    2.6754    0.0470    7.97  340.00    1.50   30.23    0.7300   36.77100   -1.30900 9000.000
   840  569.18    4.874    1.55   48.0    2.6753    0.0470    7.98  339.00    1.50   30.22    0.7300   36.77100   -1.30900 9000.000
   842  568.72    4.880    1.50   48.0    2.6360    0.0463    8.00  337.00    1.50   30.22    0.7200   36.77100   -1.30900 9000.000
   844  568.27    4.886    1.45   48.0    2.6359    0.0464    8.02  337.00    1.50   30.21    0.7200   36.77100   -1.30900 9000.000
   846  567.81    4.893    1.44   47.0    2.6357    0.0464    8.03  337.00    1.50   30.19    0.7200   36.77100   -1.30900 9000.000
   848  567.36    4.899    1.38   47.0    2.6357    0.0465    8.05  337.00    1.50   30.19    0.7200   36.77100   -1.30900 9000.000
   850  566.90    4.906    1.31   47.0    2.6357    0.0465    8.07  337.00    1.50   30.19    0.7200   36.77100   -1.30900 9000.000
   852  566.46    4.912    1.27   47.0    2.6357    0.0465    8.08  337.00    1.50   30.19    0.7200   36.77100   -1.30900 9000.000
   854  566.03    4.918    1.32   47.0    2.6357    0.0466    8.10  338.00    1.50   30.19    0.7200   36.77100   -1.30900 9000.000
   856  565.63    4.924    1.38   47.0    2.6356    0.0466    8.11  339.00    1.50   30.18    0.7200   36.77100   -1.30900 9000.000
   858  565.20    4.930    1.36   47.0    2.6355    0.0466    8.13  339.00    1.50   30.17    0.7200   36.77100   -1.30900 9000.000
   860  564.73    4.937    1.26   48.0    2.6355    0.0467    8.15  340.00    1.50   30.17    0.7200   36.77100   -1.30900 9000.000
   862  564.26    4.944    1.15   48.0    2.6354    0.0467    8.17  340.00    1.40   30.16    0.7200   36.77100   -1.30900 9000.000
   864  563.78    4.950    1.12   48.0    2.6354    0.0467    8.18  341.00    1.40   30.16    0.7200   36.77100   -1.30900 9000.000
   866  563.32    4.957    1.13   48.0    2.6354    0.0468    8.20  341.00    1.40   30.16    0.7200   36.77100   -1.30900 9000.000
   868  562.83    4.964    1.08   48.0    2.6355    0.0468    8.22  341.00    1.40   30.17    0.7200   36.77100   -1.30900 9000.000
   870  562.38    4.970    1.04   46.0    2.6355    0.0469    8.23  341.00    1.40   30.17    0.7200   36.77100   -1.30900 9000.000
   872  561.91    4.977    1.04   46.0    2.6355    0.0469    8.25  341.00    1.30   30.17    0.7200   36.77100   -1.30900 9000.000
   874  561.44    4.984    1.00   46.0    2.6355    0.0469    8.27  341.00    1.30   30.17    0.7200   36.77100   -1.30900 9000.000
   876  561.01    4.990    0.98   45.0    2.6355    0.0470    8.29  341.00    1.30   30.17    0.7200   36.77100   -1.30900 9000.000
   878  560.54    4.997    0.96   44.0    2.6354    0.0470    8.30  340.00    1.20   30.16    0.7200   36.77100   -1.30900 9000.000
   880  560.04    5.004    0.98   44.0    2.6354    0.0471    8.32  340.00    1.20   30.16    0.7200   36.77100   -1.30900 9000.000
   882  559.59    5.010    0.98   44.0    2.6354    0.0471    8.34  339.00    1.20   30.16    0.7200   36.77100   -1.30900 9000.000
   884  559.14    5.017    0.91   43.0    2.6354    0.0471    8.36  338.00    1.20   30.16    0.7200   36.77100   -1.31000 9000.000
   886  558.69    5.023    0.82   43.0    2.6354    0.0472    8.37  337.00    1.20   30.16    0.7200   36.77100   -1.31000 9000.000
   888  558.19    5.030    0.72   43.0    2.6354    0.0472    8.39  336.00    1.20   30.16    0.7200   36.77100   -1.30900 9000.000
   890  557.72    5.037    0.70   44.0    2.6354    0.0473    8.41  335.00    1.20   30.16    0.7200   36.77100   -1.31000 9000.000
   892  557.26    5.044    0.65   43.0    2.6354    0.0473    8.43  335.00    1.20   30.15    0.7200   36.77100   -1.31000 9000.000
   894  556.76    5.051    0.59   44.0    2.6354    0.0473    8.44  336.00    1.20   30.15    0.7200   36.77100   -1.31000 9000.000
   896  556.23    5.059    0.56   44.0    2.6354    0.0474    8.46  337.00    1.30   30.15    0.7200   36.77100   -1.31000 9000.000
   898  555.58    5.068    0.47   44.0    2.6354    0.0474    8.49  339.00    1.30   30.15    0.7200   36.77100   -1.31000 9000.000
   900  554.85    5.079    0.36   44.0    2.6354    0.0475    8.52  342.00    1.40   30.15    0.7200   36.77100   -1.31000 9000.000
   902  554.10    5.089    0.27   44.0    2.6354    0.0476    8.54  346.00    1.40   30.15    0.7200   36.77100   -1.31000 9000.000
   904  553.37    5.100    0.21   44.0    2.6353    0.0476    8.57  351.00    1.50   30.14    0.7200   36.77100   -1.31000 9000.000
   906  552.63    5.111    0.06   45.0    2.5959    0.0470    8.60  355.00    1.60   30.14    0.7100   36.77100   -1.31000 9000.000
   908  551.85    5.122   -0.09   46.0    2.5959    0.0470    8.63  360.00    1.80   30.13    0.7100   36.77100   -1.31000 9000.000
   910  551.05    5.134   -0.17   46.0    2.5959    0.0471    8.66    4.00    1.90   30.13    0.7100   36.77100   -1.31000 9000.000
   912  550.31    5.144   -0.22   46.0    2.5958    0.0472    8.68    7.00    2.00   30.12    0.7100   36.77100   -1.31000 9000.000
   914  549.68    5.154   -0.28   46.0    2.5958    0.0472    8.71   10.00    2.20   30.12    0.7100   36.77100   -1.31000 9000.000
   916  549.01    5.163   -0.38   46.0    2.5957    0.0473    8.73   13.00    2.40   30.11    0.7100   36.77100   -1.31000 9000.000
   918  548.23    5.175   -0.53   47.0    2.5956    0.0473    8.76   14.00    2.50   30.10    0.7100   36.77100   -1.31000 9000.000
   920  547.37    5.187   -0.66   47.0    2.5956    0.0474    8.79   15.00    2.70   30.10    0.7100   36.77100   -1.31000 9000.000
   922  546.53    5.200   -0.75   47.0    2.5955    0.0475    8.83   16.00    2.80   30.09    0.7100   36.77100   -1.31000 9000.000
   924  545.62    5.213   -0.88   48.0    2.5955    0.0476    8.86   17.00    2.90   30.09    0.7100   36.77100   -1.31000 9000.000
   926  544.66    5.227   -1.05   49.0    2.5561    0.0469    8.90   16.00    3.00   30.08    0.7000   36.77100   -1.31000 9000.000
   928  543.71    5.241   -1.16   50.0    2.5560    0.0470    8.93   16.00    3.10   30.07    0.7000   36.77100   -1.31000 9000.000
   930  542.85    5.253   -1.25   50.0    2.5559    0.0471    8.96   15.00    3.20   30.06    0.7000   36.77100   -1.31000 9000.000
   932  542.09    5.265   -1.32   50.0    2.5558    0.0471    8.99   15.00    3.20   30.04    0.7000   36.77100   -1.31000 9000.000
   934  541.44    5.274   -1.35   50.0    2.5558    0.0472    9.02   14.00    3.30   30.04    0.7000   36.77100   -1.31000 9000.000
   936  540.86    5.283   -1.45   49.0    2.5557    0.0473    9.04   13.00    3.30   30.03    0.7000   36.77100   -1.31100 9000.000
   938  540.27    5.292   -1.55   49.0    2.5555    0.0473    9.06   12.00    3.30   30.01    0.7000   36.77100   -1.31100 9000.000
   940  539.79    5.299   -1.65   49.0    2.5554    0.0473    9.08   11.00    3.30   30.00    0.7000   36.77100   -1.31100 9000.000
   942  539.35    5.305   -1.77   50.0    2.5553    0.0474    9.09    9.00    3.30   29.99    0.7000   36.77100   -1.31100 9000.000
   944  538.82    5.313   -1.87   50.0    2.5553    0.0474    9.11    8.00    3.30   29.99    0.7000   36.77100   -1.31100 9000.000
   946  538.21    5.322   -1.92   51.0    2.5552    0.0475    9.14    7.00    3.30   29.97    0.7000   36.77100   -1.31100 9000.000
   948  537.60    5.331   -1.96   51.0    2.5552    0.0475    9.16    5.00    3.20   29.97    0.7000   36.77100   -1.31100 9000.000
   950  537.05    5.339   -1.99   51.0    2.5552    0.0476    9.18    4.00    3.20   29.97    0.7000   36.77100   -1.31100 9000.000
   952  536.52    5.347   -2.03   51.0    2.5553    0.0476    9.20    3.00    3.20   29.98    0.7000   36.77100   -1.31100 9000.000
   954  536.05    5.354   -2.13   50.0    2.5552    0.0477    9.22    1.00    3.10   29.97    0.7000   36.77100   -1.31100 9000.000
   956  535.60    5.361   -2.22   50.0    2.5159    0.0470    9.23    0.00    3.10   29.97    0.6900   36.77100   -1.31100 9000.000
   958  535.15    5.367   -2.29   50.0    2.5551    0.0477    9.25  359.00    3.00   29.96    0.7000   36.77100   -1.31100 9000.000
   960  534.67    5.374   -2.31   50.0    2.5549    0.0478    9.27  358.00    3.00   29.94    0.7000   36.77100   -1.31100 9000.000
   962  534.18    5.382   -2.36   50.0    2.5548    0.0478    9.29  357.00    3.00   29.93    0.7000   36.77100   -1.31100 9000.000
   964  533.74    5.388   -2.35   50.0    2.5548    0.0479    9.30  356.00    3.00   29.92    0.7000   36.77100   -1.31100 9000.000
   966  533.29    5.395   -2.39   50.0    2.5548    0.0479    9.32  355.00    3.00   29.92    0.7000   36.77100   -1.31100 9000.000
   968  532.87    5.401   -2.42   50.0    2.5548    0.0479    9.34  355.00    2.90   29.92    0.7000   36.77100   -1.31100 9000.000
   970  532.43    5.408   -2.50   50.0    2.5547    0.0480    9.35  354.00    2.90   29.91    0.7000   36.77100   -1.31100 9000.000
   972  531.98    5.414   -2.59   50.0    2.5546    0.0480    9.37  354.00    2.90   29.90    0.7000   36.77100   -1.31100 9000.000
   974  531.58    5.420   -2.63   50.0    2.5546    0.0481    9.39  354.00    2.90   29.90    0.7000   36.77100   -1.31200 9000.000
   976  531.21    5.426   -2.69   50.0    2.5544    0.0481    9.40  353.00    2.90   29.88    0.7000   36.77100   -1.31200 9000.000
   978  530.78    5.432   -2.79   50.0    2.5544    0.0481    9.42  353.00    2.90   29.88    0.7000   36.77100   -1.31200 9000.000
   980  530.34    5.439   -2.84   50.0    2.5544    0.0482    9.43  352.00    2.90   29.88    0.7000   36.77100   -1.31200 9000.000
   982  529.90    5.445   -2.87   50.0    2.5937    0.0489    9.45  352.00    2.90   29.88    0.7100   36.77100   -1.31200 9000.000
   984  529.49    5.452   -2.95   50.0    2.5937    0.0490    9.47  351.00    2.90   29.88    0.7100   36.77100   -1.31200 9000.000
   986  529.06    5.458   -3.05   50.0    2.5937    0.0490    9.48  351.00    2.80   29.88    0.7100   36.77100   -1.31200 9000.000
   988  528.65    5.464   -3.12   51.0    2.5937    0.0491    9.50  350.00    2.80   29.88    0.7100   36.77100   -1.31200 9000.000
   990  528.30    5.469   -3.15   51.0    2.5544    0.0484    9.51  349.00    2.80   29.88    0.7000   36.77100   -1.31200 9000.000
   992  527.92    5.475   -3.19   51.0    2.5544    0.0484    9.53  349.00    2.80   29.88    0.7000   36.77100   -1.31200 9000.000
   994  527.49    5.482   -3.29   52.0    2.5544    0.0484    9.54  348.00    2.80   29.88    0.7000   36.77100   -1.31200 9000.000
   996  527.04    5.488   -3.38   52.0    2.5544    0.0485    9.56  347.00    2.80   29.88    0.7000   36.77100   -1.31200 9000.000
   998  526.65    5.494   -3.42   52.0    2.5543    0.0485    9.58  346.00    2.70   29.87    0.7000   36.77100   -1.31200 9000.000
  1000  526.24    5.500   -3.45   53.0    2.5543    0.0485    9.59  345.00    2.70   29.87    0.7000   36.77100   -1.31200 9000.000
  1002  525.82    5.507   -3.47   53.0    2.5150    0.0478    9.61  343.00    2.70   29.87    0.6900   36.77100   -1.31200 9000.000
  1004  525.37    5.513   -3.48   53.0    2.5150    0.0479    9.62  342.00    2.70   29.86    0.6900   36.77100   -1.31200 9000.000
  1006  524.92    5.520   -3.58   53.0    2.5149    0.0479    9.64  341.00    2.70   29.85    0.6900   36.77100   -1.31200 9000.000
  1008  524.51    5.526   -3.64   53.0    2.5148    0.0479    9.66  340.00    2.70   29.84    0.6900   36.77100   -1.31200 9000.000
  1010  524.10    5.533   -3.68   53.0    2.4755    0.0472    9.67  339.00    2.70   29.84    0.6800   36.77100   -1.31200 9000.000
  1012  523.64    5.540   -3.78   53.0    2.4754    0.0473    9.69  338.00    2.70   29.83    0.6800   36.77100   -1.31200 9000.000
  1014  523.23    5.546   -3.85   53.0    2.4755    0.0473    9.70  338.00    2.70   29.84    0.6800   36.77100   -1.31300 9000.000
  1016  522.83    5.552   -3.87   54.0    2.4754    0.0473    9.72  337.00    2.70   29.83    0.6800   36.77100   -1.31300 9000.000
  1018  522.40    5.558   -3.92   54.0    2.4360    0.0466    9.74  337.00    2.60   29.82    0.6700   36.77100   -1.31300 9000.000
  1020  522.00    5.564   -3.96   54.0    2.4360    0.0467    9.75  336.00    2.60   29.82    0.6700   36.77100   -1.31300 9000.000
  1022  521.63    5.570   -3.97   54.0    2.4360    0.0467    9.76  336.00    2.60   29.81    0.6700   36.77100   -1.31300 9000.000
  1024  521.24    5.576   -4.00   54.0    2.4359    0.0467    9.78  335.00    2.60   29.80    0.6700   36.77100   -1.31300 9000.000
  1026  520.79    5.583   -4.10   53.0    2.4359    0.0468    9.79  335.00    2.60   29.80    0.6700   36.77100   -1.31300 9000.000
  1028  520.32    5.590   -4.20   53.0    2.4357    0.0468    9.81  334.00    2.60   29.78    0.6700   36.77200   -1.31300 9000.000
  1030  519.89    5.596   -4.27   54.0    2.4356    0.0468    9.83  333.00    2.60   29.77    0.6700   36.77200   -1.31300 9000.000
  1032  519.48    5.602   -4.34   54.0    2.4356    0.0469    9.84  332.00    2.60   29.77    0.6700   36.77200   -1.31300 9000.000
  1034  519.07    5.609   -4.41   55.0    2.3964    0.0462    9.86  331.00    2.60   29.77    0.6600   36.77200   -1.31300 9000.000
  1036  518.68    5.615   -4.41   55.0    2.3964    0.0462    9.87  330.00    2.60   29.77    0.6600   36.77200   -1.31300 9000.000
  1038  518.27    5.621   -4.44   55.0    2.3964    0.0462    9.89  328.00    2.60   29.77    0.6600   36.77200   -1.31300 9000.000
  1040  517.84    5.627   -4.50   55.0    2.3964    0.0463    9.90  327.00    2.70   29.77    0.6600   36.77200   -1.31300 9000.000
  1042  517.44    5.633   -4.53   54.0    2.3963    0.0463    9.92  325.00    2.70   29.76    0.6600   36.77200   -1.31300 9000.000
  1044  517.06    5.639   -4.59   54.0    2.3963    0.0463    9.93  324.00    2.70   29.76    0.6600   36.77200   -1.31300 9000.000
  1046  516.65    5.646   -4.65   54.0    2.3963    0.0464    9.95  322.00    2.70   29.76    0.6600   36.77200   -1.31300 9000.000
  1048  516.25    5.652   -4.66   53.0    2.3963    0.0464    9.96  321.00    2.70   29.76    0.6600   36.77200   -1.31300 9000.000
  1050  515.87    5.657   -4.68   53.0    2.3963    0.0465    9.98  320.00    2.70   29.76    0.6600   36.77200   -1.31300 9000.000
  1052  515.43    5.664   -4.75   53.0    2.3963    0.0465    9.99  319.00    2.70   29.76    0.6600   36.77200   -1.31300 9000.000
  1054  514.99    5.671   -4.85   54.0    2.3963    0.0465   10.01  319.00    2.80   29.76    0.6600   36.77200   -1.31300 9000.000
  1056  514.58    5.677   -4.90   54.0    2.3963    0.0466   10.02  318.00    2.80   29.76    0.6600   36.77200   -1.31300 9000.000
  1058  514.20    5.683   -4.95   54.0    2.3962    0.0466   10.04  318.00    2.80   29.75    0.6600   36.77200   -1.31300 9000.000
  1060  513.80    5.689   -4.99   55.0    2.3962    0.0466   10.05  318.00    2.80   29.75    0.6600   36.77200   -1.31400 9000.000
  1062  513.39    5.695   -5.06   55.0    2.3962    0.0467   10.07  319.00    2.80   29.75    0.6600   36.77200   -1.31400 9000.000
  1064  512.99    5.701   -5.12   55.0    2.3961    0.0467   10.08  319.00    2.90   29.74    0.6600   36.77200   -1.31400 9000.000
  1066  512.58    5.708   -5.12   55.0    2.3961    0.0467   10.10  320.00    2.90   29.74    0.6600   36.77200   -1.31400 9000.000
  1068  512.19    5.714   -5.15   55.0    2.3961    0.0468   10.11  321.00    2.90   29.74    0.6600   36.77200   -1.31400 9000.000
  1070  511.80    5.720   -5.21   55.0    2.3958    0.0468   10.12  322.00    2.90   29.70    0.6600   36.77200   -1.31400 9000.000
  1072  511.37    5.726   -5.22   55.0    2.3564    0.0461   10.14  323.00    2.90   29.69    0.6500   36.77200   -1.31400 9000.000
  1074  510.93    5.733   -5.24   55.0    2.3564    0.0461   10.16  323.00    3.00   29.69    0.6500   36.77200   -1.31400 9000.000
  1076  510.53    5.739   -5.30   55.0    2.3564    0.0462   10.17  324.00    3.00   29.68    0.6500   36.77200   -1.31400 9000.000
  1078  510.12    5.746   -5.36   54.0    2.3564    0.0462   10.19  325.00    3.00   29.68    0.6500   36.77200   -1.31400 9000.000
  1080  509.68    5.752   -5.42   54.0    2.3956    0.0470   10.20  325.00    3.10   29.67    0.6600   36.77200   -1.31400 9000.000
  1082  509.15    5.760   -5.50   55.0    2.3956    0.0471   10.22  326.00    3.20   29.67    0.6600   36.77200   -1.31400 9000.000
  1084  508.52    5.770   -5.56   56.0    2.3955    0.0471   10.25  326.00    3.30   29.66    0.6600   36.77200   -1.31400 9000.000
  1086  507.87    5.780   -5.63   57.0    2.3955    0.0472   10.27  325.00    3.40   29.66    0.6600   36.77200   -1.31400 9000.000
  1088  507.22    5.790   -5.73   57.0    2.3955    0.0472   10.29  325.00    3.50   29.66    0.6600   36.77200   -1.31400 9000.000
  1090  506.57    5.800   -5.85   57.0    2.3561    0.0465   10.32  324.00    3.70   29.65    0.6500   36.77200   -1.31400 9000.000
  1092  505.97    5.810   -5.97   58.0    2.3560    0.0466   10.34  324.00    3.90   29.63    0.6500   36.77200   -1.31400 9000.000
  1094  505.39    5.819   -6.07   58.0    2.3167    0.0458   10.36  323.00    4.00   29.63    0.6400   36.77300   -1.31400 9000.000
  1096  504.81    5.827   -6.17   58.0    2.3166    0.0459   10.38  323.00    4.20   29.62    0.6400   36.77300   -1.31400 9000.000
  1098  504.15    5.838   -6.22   58.0    2.3558    0.0467   10.41  323.00    4.40   29.61    0.6500   36.77300   -1.31400 9000.000
  1100  503.38    5.850   -6.34   59.0    2.3558    0.0468   10.43  323.00    4.60   29.61    0.6500   36.77300   -1.31400 9000.000
  1102  502.52    5.863   -6.49   60.0    2.3558    0.0469   10.47  323.00    4.80   29.61    0.6500   36.77300   -1.31400 9000.000
  1104  501.67    5.876   -6.57   60.0    2.3558    0.0470   10.50  323.00    4.90   29.61    0.6500   36.77300   -1.31400 9000.000
  1106  500.96    5.887   -6.65   60.0    2.3557    0.0470   10.52  323.00    5.00   29.60    0.6500   36.77300   -1.31500 9000.000
  1108  500.29    5.898   -6.71   61.0    2.3165    0.0463   10.55  324.00    5.10   29.60    0.6400   36.77300   -1.31500 9000.000
  1110  499.61    5.909   -6.76   61.0    2.3164    0.0464   10.57  324.00    5.20   29.59    0.6400   36.77300   -1.31500 9000.000
  1112  498.85    5.920   -6.83   61.0    2.3163    0.0464   10.60  325.00    5.30   29.58    0.6400   36.77300   -1.31500 9000.000
  1114  498.07    5.933   -6.98   61.0    2.3161    0.0465   10.63  325.00    5.30   29.55    0.6400   36.77300   -1.31500 9000.000
  1116  497.29    5.945   -7.10   61.0    2.3553    0.0474   10.66  326.00    5.30   29.54    0.6500   36.77300   -1.31500 9000.000
  1118  496.54    5.957   -7.19   62.0    2.3159    0.0466   10.69  327.00    5.30   29.53    0.6400   36.77300   -1.31500 9000.000
  1120  495.85    5.967   -7.27   61.0    2.3158    0.0467   10.71  327.00    5.30   29.51    0.6400   36.77300   -1.31500 9000.000
  1122  495.28    5.976   -7.36   60.0    2.3158    0.0468   10.73  327.00    5.30   29.51    0.6400   36.77300   -1.31500 9000.000
  1124  494.75    5.985   -7.44   60.0    2.3158    0.0468   10.75  327.00    5.30   29.51    0.6400   36.77300   -1.31500 9000.000
  1126  494.31    5.992   -7.53   61.0    2.3158    0.0468   10.77  327.00    5.40   29.51    0.6400   36.77300   -1.31600 9000.000
  1128  493.84    5.999   -7.59   61.0    2.3159    0.0469   10.79  327.00    5.40   29.52    0.6400   36.77300   -1.31600 9000.000
  1130  493.37    6.006   -7.65   61.0    2.3158    0.0469   10.80  327.00    5.40   29.51    0.6400   36.77400   -1.31600 9000.000
  1132  492.97    6.013   -7.69   61.0    2.3157    0.0470   10.82  326.00    5.40   29.50    0.6400   36.77400   -1.31600 9000.000
  1134  492.56    6.019   -7.72   61.0    2.3157    0.0470   10.83  326.00    5.50   29.50    0.6400   36.77400   -1.31600 9000.000
  1136  492.14    6.026   -7.79   62.0    2.3156    0.0471   10.85  325.00    5.50   29.49    0.6400   36.77400   -1.31600 9000.000
  1138  491.72    6.032   -7.89   62.0    2.3156    0.0471   10.87  325.00    5.50   29.49    0.6400   36.77400   -1.31600 9000.000
  1140  491.30    6.039   -7.92   62.0    2.3155    0.0471   10.88  325.00    5.60   29.47    0.6400   36.77400   -1.31600 9000.000
  1142  490.88    6.046   -7.96   61.0    2.3153    0.0472   10.90  324.00    5.60   29.45    0.6400   36.77400   -1.31600 9000.000
  1144  490.46    6.052   -7.99   61.0    2.3153    0.0472   10.91  324.00    5.70   29.44    0.6400   36.77400   -1.31600 9000.000
  1146  490.06    6.059   -8.07   60.0    2.3152    0.0472   10.93  324.00    5.70   29.43    0.6400   36.77400   -1.31600 9000.000
  1148  489.68    6.065   -8.15   60.0    2.2759    0.0465   10.94  324.00    5.80   29.42    0.6300   36.77400   -1.31600 9000.000
  1150  489.30    6.071   -8.20   59.0    2.2759    0.0465   10.96  323.00    5.80   29.42    0.6300   36.77400   -1.31600 9000.000
  1152  488.91    6.077   -8.23   58.0    2.2758    0.0465   10.97  323.00    5.80   29.41    0.6300   36.77400   -1.31600 9000.000
